inventory_id,product_id,quantity_in_stock,last_stocked
5189,3865,169,23-07-2024
5190,2657,172,26-01-2024
5191,3660,196,30-04-2024
5192,1100,69,19-09-2024
5193,1325,119,19-09-2024
5194,283,182,04-08-2024
5195,2535,136,03-09-2024
5196,2742,173,26-04-2024
5197,1806,35,07-08-2024
5198,3791,61,26-08-2024
5199,619,141,31-08-2024
5200,1958,142,17-02-2024
5201,2224,191,16-08-2024
5202,3109,90,15-07-2024
5203,1018,191,30-09-2024
5204,4603,191,19-06-2024
5205,4071,49,24-02-2024
5206,1781,124,20-01-2024
5207,3202,107,08-03-2024
5208,1677,53,17-08-2024
5209,3983,174,18-07-2024
5210,2325,162,31-01-2024
5211,3013,128,25-01-2024
5212,4817,80,21-03-2024
5213,4357,187,04-01-2024
5214,322,120,21-10-2024
5215,2884,76,02-01-2024
5216,2520,39,20-07-2024
5217,4958,94,15-04-2024
5218,2906,24,02-04-2024
5219,4405,2,08-09-2024
5220,3269,143,25-03-2024
5221,4988,17,15-08-2024
5222,4908,17,16-02-2024
5223,4237,146,22-04-2024
5224,4853,59,02-02-2024
5225,2876,116,12-08-2024
5226,4637,124,30-09-2024
5227,3121,47,01-08-2024
5228,4895,127,15-02-2024
5229,2483,129,20-10-2024
5230,2026,65,30-01-2024
5231,3067,111,29-09-2024
5232,3915,64,02-09-2024
5233,4453,47,19-06-2024
5234,1279,141,17-08-2024
5235,530,105,08-06-2024
5236,95,106,06-04-2024
5237,207,168,16-03-2024
5238,3864,135,09-01-2024
5239,182,158,30-08-2024
5240,1739,85,11-05-2024
5241,1312,0,01-01-2024
5242,4565,54,25-06-2024
5243,620,104,19-10-2024
5244,1688,140,18-04-2024
5245,2918,131,09-08-2024
5246,4533,93,11-05-2024
5247,3298,4,21-01-2024
5248,2884,146,19-04-2024
5249,3644,34,19-04-2024
5250,3683,82,02-04-2024
5251,830,101,07-03-2024
5252,4033,105,20-06-2024
5253,1848,200,07-02-2024
5254,2823,35,17-08-2024
5255,59,180,05-03-2024
5256,2309,85,09-08-2024
5257,2238,64,04-08-2024
5258,2972,28,09-09-2024
5259,994,155,03-01-2024
5260,467,189,25-02-2024
5261,1038,165,01-10-2024
5262,4381,95,20-07-2024
5263,82,58,19-04-2024
5264,4404,13,09-09-2024
5265,2004,166,12-04-2024
5266,2287,49,23-10-2024
5267,4312,182,13-02-2024
5268,2782,12,05-11-2024
5269,3526,185,31-10-2024
5270,4802,41,07-06-2024
5271,3513,3,03-02-2024
5272,3980,44,18-09-2024
5273,141,131,26-05-2024
5274,2100,106,17-08-2024
5275,2037,8,23-03-2024
5276,3340,111,22-09-2024
5277,2648,191,07-06-2024
5278,2631,34,10-03-2024
5279,3566,49,16-04-2024
5280,1893,81,23-01-2024
5281,2275,181,20-07-2024
5282,4042,81,14-10-2024
5283,1605,178,23-07-2024
5284,488,87,24-10-2024
5285,1745,102,08-05-2024
5286,4793,172,14-02-2024
5287,3994,32,11-09-2024
5288,1348,121,10-09-2024
5289,3660,98,15-06-2024
5290,3429,66,31-03-2024
5291,4531,18,21-02-2024
5292,4968,177,03-04-2024
5293,3474,142,15-07-2024
5294,4547,85,10-02-2024
5295,4721,36,17-03-2024
5296,1195,9,09-07-2024
5297,3116,114,06-01-2024
5298,2955,65,12-10-2024
5299,3213,12,04-05-2024
5300,1074,86,06-07-2024
5301,1321,122,03-10-2024
5302,320,189,15-09-2024
5303,3553,199,24-04-2024
5304,1150,166,30-01-2024
5305,2438,116,15-01-2024
5306,1493,76,04-04-2024
5307,4341,185,03-07-2024
5308,4959,1,08-06-2024
5309,4915,31,02-03-2024
5310,361,25,09-03-2024
5311,2472,187,09-06-2024
5312,2198,66,10-10-2024
5313,4709,176,09-05-2024
5314,3060,171,21-08-2024
5315,185,159,13-04-2024
5316,2392,160,17-02-2024
5317,974,27,06-10-2024
5318,4491,178,06-05-2024
5319,2987,69,19-02-2024
5320,1648,140,19-05-2024
5321,3708,97,05-11-2024
5322,1139,97,26-07-2024
5323,690,93,22-03-2024
5324,2828,9,23-07-2024
5325,2459,37,15-05-2024
5326,2877,155,02-02-2024
5327,3723,121,07-11-2024
5328,3970,83,16-06-2024
5329,1814,151,31-03-2024
5330,2286,167,02-05-2024
5331,2110,36,10-07-2024
5332,1259,27,19-07-2024
5333,1522,59,29-01-2024
5334,2319,122,06-11-2024
5335,1289,185,16-02-2024
5336,1731,94,08-06-2024
5337,1465,107,19-04-2024
5338,4387,15,01-11-2024
5339,3684,23,28-10-2024
5340,2463,197,17-04-2024
5341,1423,20,04-10-2024
5342,3995,83,17-06-2024
5343,1232,170,08-06-2024
5344,2070,55,13-07-2024
5345,2224,98,16-04-2024
5346,1367,174,08-11-2024
5347,1661,97,04-07-2024
5348,753,166,11-02-2024
5349,253,171,14-03-2024
5350,4830,140,07-03-2024
5351,4365,190,22-09-2024
5352,2733,50,28-08-2024
5353,2460,37,23-01-2024
5354,2677,109,03-11-2024
5355,4680,81,09-02-2024
5356,2774,25,28-10-2024
5357,4865,130,23-01-2024
5358,1858,183,10-03-2024
5359,3390,163,22-08-2024
5360,405,198,09-09-2024
5361,936,197,09-02-2024
5362,2126,109,11-05-2024
5363,408,35,21-07-2024
5364,573,85,26-10-2024
5365,3533,44,18-09-2024
5366,1389,69,12-05-2024
5367,844,135,23-09-2024
5368,27,50,16-02-2024
5369,547,117,08-02-2024
5370,3086,7,01-08-2024
5371,3579,102,22-05-2024
5372,4873,165,23-07-2024
5373,1922,128,01-02-2024
5374,1136,44,16-02-2024
5375,4742,22,21-01-2024
5376,3283,164,06-02-2024
5377,974,193,20-04-2024
5378,489,192,29-05-2024
5379,3473,172,18-01-2024
5380,1481,79,21-02-2024
5381,3090,112,15-03-2024
5382,1367,42,24-10-2024
5383,1338,14,16-10-2024
5384,1928,24,23-05-2024
5385,4521,23,07-04-2024
5386,4653,13,11-05-2024
5387,4917,71,03-09-2024
5388,2568,120,01-11-2024
5389,4526,178,17-08-2024
5390,3095,5,03-06-2024
5391,304,124,16-07-2024
5392,3442,10,04-03-2024
5393,4457,174,17-07-2024
5394,1208,26,17-08-2024
5395,3621,143,06-01-2024
5396,1619,155,07-02-2024
5397,3576,79,31-10-2024
5398,2974,145,15-04-2024
5399,2078,76,19-01-2024
5400,2484,195,27-07-2024
5401,1520,152,14-02-2024
5402,3072,96,24-02-2024
5403,3753,34,26-09-2024
5404,4490,69,04-04-2024
5405,1883,28,10-05-2024
5406,1105,72,15-06-2024
5407,4290,96,29-03-2024
5408,2402,20,01-02-2024
5409,4195,150,03-06-2024
5410,4145,3,11-07-2024
5411,321,40,28-05-2024
5412,3000,160,02-06-2024
5413,3339,130,20-01-2024
5414,3632,46,25-02-2024
5415,1940,165,24-06-2024
5416,3820,157,06-02-2024
5417,1215,4,03-06-2024
5418,1740,176,05-08-2024
5419,135,82,14-08-2024
5420,3507,135,10-03-2024
5421,3066,39,28-06-2024
5422,2696,16,24-07-2024
5423,1277,64,02-09-2024
5424,2960,149,03-08-2024
5425,4006,38,03-08-2024
5426,173,139,16-04-2024
5427,4307,46,30-06-2024
5428,4320,106,18-07-2024
5429,2256,104,26-10-2024
5430,1506,83,23-09-2024
5431,1193,122,02-11-2024
5432,106,135,27-06-2024
5433,2581,82,04-02-2024
5434,559,39,30-07-2024
5435,3797,27,30-01-2024
5436,3510,58,27-08-2024
5437,4934,139,18-03-2024
5438,4647,78,25-07-2024
5439,4548,63,30-03-2024
5440,1200,3,29-04-2024
5441,2761,123,12-07-2024
5442,4917,46,17-09-2024
5443,308,143,21-06-2024
5444,571,134,17-10-2024
5445,4920,83,18-01-2024
5446,1564,1,15-05-2024
5447,3597,191,04-02-2024
5448,4995,176,05-01-2024
5449,3093,138,08-09-2024
5450,3263,71,23-10-2024
5451,992,82,15-10-2024
5452,4720,19,05-10-2024
5453,4601,12,09-04-2024
5454,2221,118,03-07-2024
5455,1643,123,31-03-2024
5456,4164,28,01-01-2024
5457,909,195,31-08-2024
5458,1716,195,03-08-2024
5459,3052,127,12-01-2024
5460,722,196,12-03-2024
5461,1325,183,19-07-2024
5462,4008,30,04-03-2024
5463,3806,121,06-02-2024
5464,4489,17,24-03-2024
5465,4024,169,14-02-2024
5466,879,15,30-09-2024
5467,3412,63,31-01-2024
5468,2682,33,27-09-2024
5469,1241,180,25-04-2024
5470,3259,125,17-07-2024
5471,1748,198,08-03-2024
5472,3048,127,30-04-2024
5473,82,46,01-09-2024
5474,4919,131,05-02-2024
5475,3676,10,14-10-2024
5476,2466,96,26-04-2024
5477,1427,100,13-10-2024
5478,1257,156,31-03-2024
5479,29,120,09-01-2024
5480,1097,81,16-04-2024
5481,2229,109,22-10-2024
5482,3700,134,24-04-2024
5483,2974,13,30-04-2024
5484,1581,29,28-05-2024
5485,3682,155,08-08-2024
5486,1187,112,29-06-2024
5487,848,54,25-07-2024
5488,923,121,31-08-2024
5489,2630,106,16-08-2024
5490,99,34,25-04-2024
5491,3226,30,26-02-2024
5492,945,91,05-11-2024
5493,3482,167,07-05-2024
5494,4891,74,06-08-2024
5495,2670,169,09-06-2024
5496,1283,80,26-03-2024
5497,2035,86,26-04-2024
5498,1468,164,13-08-2024
5499,925,82,18-10-2024
5500,217,78,07-01-2024
5501,2013,88,22-10-2024
5502,641,189,09-01-2024
5503,1197,62,05-02-2024
5504,2648,66,17-08-2024
5505,3988,126,24-06-2024
5506,3389,82,12-06-2024
5507,3275,63,23-07-2024
5508,3082,56,06-10-2024
5509,156,8,10-10-2024
5510,863,151,24-08-2024
5511,4455,89,28-03-2024
5512,4511,145,05-04-2024
5513,133,11,17-04-2024
5514,4350,194,19-05-2024
5515,4749,91,03-01-2024
5516,1930,43,24-01-2024
5517,1081,134,10-04-2024
5518,174,152,10-02-2024
5519,3601,28,28-08-2024
5520,3387,170,21-05-2024
5521,4128,113,04-02-2024
5522,1266,118,15-09-2024
5523,1218,72,03-02-2024
5524,4033,12,17-03-2024
5525,2828,63,01-09-2024
5526,305,151,18-01-2024
5527,4768,153,24-03-2024
5528,4180,113,11-01-2024
5529,254,169,21-06-2024
5530,1602,122,28-10-2024
5531,3560,16,31-05-2024
5532,1508,97,31-05-2024
5533,157,188,28-01-2024
5534,4994,20,04-07-2024
5535,1924,34,02-01-2024
5536,3751,140,30-05-2024
5537,1616,193,29-09-2024
5538,4398,93,11-02-2024
5539,2713,74,30-05-2024
5540,550,85,23-09-2024
5541,4802,161,07-10-2024
5542,2314,192,05-06-2024
5543,1096,24,04-08-2024
5544,2034,29,11-10-2024
5545,1138,98,13-04-2024
5546,4796,108,09-06-2024
5547,527,188,30-04-2024
5548,4329,13,05-11-2024
5549,1291,131,25-09-2024
5550,1284,112,28-07-2024
5551,3139,18,18-09-2024
5552,884,0,22-02-2024
5553,1279,84,05-11-2024
5554,2310,143,05-09-2024
5555,3427,184,13-01-2024
5556,983,48,20-08-2024
5557,721,68,21-07-2024
5558,3571,162,08-07-2024
5559,3768,73,19-02-2024
5560,1926,54,25-07-2024
5561,4785,65,30-04-2024
5562,510,19,25-10-2024
5563,1269,120,22-07-2024
5564,3149,178,28-01-2024
5565,1258,196,17-07-2024
5566,661,97,11-02-2024
5567,1058,81,26-07-2024
5568,3762,30,31-05-2024
5569,313,12,10-08-2024
5570,3659,18,01-06-2024
5571,3468,164,22-08-2024
5572,4007,139,24-02-2024
5573,3048,195,28-03-2024
5574,1614,161,30-10-2024
5575,3159,111,19-04-2024
5576,664,167,08-04-2024
5577,4111,91,09-04-2024
5578,2055,102,22-01-2024
5579,1652,179,06-05-2024
5580,2301,198,23-05-2024
5581,546,180,19-06-2024
5582,1767,69,25-02-2024
5583,3914,71,30-04-2024
5584,1368,84,12-07-2024
5585,3889,78,20-10-2024
5586,61,184,28-06-2024
5587,733,98,07-03-2024
5588,2722,174,02-02-2024
5589,1897,99,03-11-2024
5590,302,92,27-03-2024
5591,530,88,30-10-2024
5592,2431,39,09-08-2024
5593,4137,120,08-06-2024
5594,229,175,17-03-2024
5595,1159,194,09-09-2024
5596,2942,132,05-06-2024
5597,3910,53,29-02-2024
5598,1284,3,10-01-2024
5599,4559,181,01-10-2024
5600,4363,176,14-08-2024
5601,2514,0,29-01-2024
5602,2919,40,07-06-2024
5603,2932,28,03-01-2024
5604,3463,48,13-09-2024
5605,560,104,15-04-2024
5606,3261,28,14-08-2024
5607,929,194,19-09-2024
5608,1175,30,24-04-2024
5609,2159,123,12-02-2024
5610,3752,45,04-07-2024
5611,2026,83,12-10-2024
5612,1447,34,29-09-2024
5613,1328,137,02-03-2024
5614,490,136,16-03-2024
5615,4170,93,27-01-2024
5616,3186,37,30-08-2024
5617,1584,126,12-01-2024
5618,427,71,25-01-2024
5619,565,91,19-06-2024
5620,2145,99,22-01-2024
5621,2764,26,28-09-2024
5622,3342,163,07-11-2024
5623,4467,197,31-05-2024
5624,2443,73,13-06-2024
5625,507,91,23-07-2024
5626,2306,108,25-05-2024
5627,3998,0,04-04-2024
5628,4895,197,19-06-2024
5629,1643,190,22-02-2024
5630,541,141,08-02-2024
5631,1276,100,27-09-2024
5632,3502,31,30-07-2024
5633,4901,161,04-11-2024
5634,1100,42,20-05-2024
5635,3863,78,01-11-2024
5636,4032,174,03-08-2024
5637,3710,164,11-08-2024
5638,879,125,24-03-2024
5639,2020,113,14-05-2024
5640,4866,157,18-07-2024
5641,2738,175,07-04-2024
5642,2324,154,09-10-2024
5643,519,130,06-10-2024
5644,4300,58,18-10-2024
5645,4920,167,11-09-2024
5646,4957,13,20-01-2024
5647,3243,186,08-11-2024
5648,3697,108,28-04-2024
5649,2484,142,05-07-2024
5650,4041,157,16-01-2024
5651,4132,34,29-10-2024
5652,224,92,22-05-2024
5653,588,173,26-09-2024
5654,3416,71,26-06-2024
5655,1947,64,04-02-2024
5656,4117,44,08-11-2024
5657,3038,59,02-03-2024
5658,4784,126,10-06-2024
5659,4970,198,03-05-2024
5660,804,82,30-05-2024
5661,666,70,14-05-2024
5662,4554,85,29-05-2024
5663,1166,101,26-09-2024
5664,121,197,18-04-2024
5665,1752,172,09-02-2024
5666,2690,64,21-09-2024
5667,718,145,15-06-2024
5668,1955,187,02-05-2024
5669,4508,0,02-06-2024
5670,1919,76,31-05-2024
5671,3501,156,11-06-2024
5672,3534,0,26-06-2024
5673,640,117,06-02-2024
5674,3923,10,10-05-2024
5675,3479,129,27-06-2024
5676,3714,61,27-10-2024
5677,53,112,03-11-2024
5678,2231,169,13-02-2024
5679,4532,46,02-02-2024
5680,2479,77,16-02-2024
5681,3677,93,24-02-2024
5682,3563,127,16-01-2024
5683,1885,126,10-07-2024
5684,1692,144,07-01-2024
5685,3453,64,10-02-2024
5686,4157,82,21-07-2024
5687,324,185,24-09-2024
5688,185,178,12-09-2024
5689,1962,96,07-01-2024
5690,4378,59,25-09-2024
5691,283,136,11-05-2024
5692,4065,170,31-08-2024
5693,2655,67,23-07-2024
5694,2565,183,25-10-2024
5695,1285,96,08-08-2024
5696,348,0,15-03-2024
5697,4344,41,24-10-2024
5698,1895,197,22-05-2024
5699,1168,20,09-08-2024
5700,4812,46,13-06-2024
5701,3794,153,09-07-2024
5702,427,44,02-09-2024
5703,454,43,17-08-2024
5704,379,191,13-03-2024
5705,896,126,08-11-2024
5706,2837,59,07-06-2024
5707,2495,155,11-03-2024
5708,2886,19,20-05-2024
5709,3773,72,07-10-2024
5710,2347,142,11-05-2024
5711,4583,101,23-02-2024
5712,1185,73,14-05-2024
5713,3581,9,27-06-2024
5714,4993,146,12-06-2024
5715,441,67,31-01-2024
5716,2821,116,15-05-2024
5717,749,76,11-01-2024
5718,271,22,03-10-2024
5719,1470,46,03-10-2024
5720,4364,25,02-04-2024
5721,3736,152,13-03-2024
5722,4406,112,14-05-2024
5723,692,144,23-08-2024
5724,4999,25,05-11-2024
5725,2732,197,31-08-2024
5726,4402,53,18-07-2024
5727,310,150,07-09-2024
5728,3799,88,10-04-2024
5729,4151,109,26-07-2024
5730,3176,135,19-01-2024
5731,2092,192,19-07-2024
5732,2828,94,11-06-2024
5733,2813,34,26-01-2024
5734,2245,165,14-07-2024
5735,1974,100,16-06-2024
5736,2476,34,18-09-2024
5737,3600,6,22-10-2024
5738,4588,65,16-09-2024
5739,4513,167,25-09-2024
5740,4826,5,03-09-2024
5741,567,64,19-07-2024
5742,2643,26,14-10-2024
5743,2582,4,15-03-2024
5744,4211,45,18-10-2024
5745,3616,10,04-01-2024
5746,1004,83,08-04-2024
5747,806,130,20-03-2024
5748,1540,62,18-04-2024
5749,2099,178,26-02-2024
5750,15,104,03-03-2024
5751,3769,35,18-08-2024
5752,3998,95,22-08-2024
5753,1994,108,15-09-2024
5754,2754,62,11-07-2024
5755,1849,112,28-07-2024
5756,1549,53,25-05-2024
5757,2635,2,25-03-2024
5758,3150,178,20-02-2024
5759,1011,185,18-02-2024
5760,3453,39,25-09-2024
5761,788,112,24-09-2024
5762,1500,167,02-01-2024
5763,577,24,26-01-2024
5764,3616,166,03-10-2024
5765,3071,157,03-04-2024
5766,3061,128,26-03-2024
5767,2482,13,14-08-2024
5768,3294,105,30-07-2024
5769,4422,43,07-08-2024
5770,666,102,25-03-2024
5771,2358,62,04-01-2024
5772,3465,139,07-08-2024
5773,510,187,06-01-2024
5774,1838,159,18-04-2024
5775,1557,126,03-01-2024
5776,643,145,19-01-2024
5777,2670,54,06-04-2024
5778,4727,132,09-07-2024
5779,2081,129,12-06-2024
5780,996,42,13-05-2024
5781,3904,21,03-08-2024
5782,2450,127,30-04-2024
5783,2444,148,12-10-2024
5784,2362,187,11-09-2024
5785,4396,39,08-08-2024
5786,4036,182,13-09-2024
5787,2045,12,07-01-2024
5788,3155,178,11-02-2024
5789,3609,88,28-04-2024
5790,4308,98,17-01-2024
5791,2583,44,11-05-2024
5792,2708,60,17-06-2024
5793,3992,67,09-05-2024
5794,1766,92,12-10-2024
5795,3095,168,01-01-2024
5796,3638,119,27-02-2024
5797,1370,42,16-05-2024
5798,3297,23,23-06-2024
5799,903,40,31-07-2024
5800,840,83,08-07-2024
5801,2047,3,15-01-2024
5802,1578,42,18-09-2024
5803,3845,124,14-10-2024
5804,1235,198,07-11-2024
5805,4774,17,20-08-2024
5806,3286,134,19-01-2024
5807,577,64,25-08-2024
5808,3463,90,06-05-2024
5809,1401,173,25-08-2024
5810,2801,124,22-01-2024
5811,1314,29,25-02-2024
5812,4375,6,21-09-2024
5813,4184,63,28-06-2024
5814,3169,74,12-10-2024
5815,1487,101,21-08-2024
5816,4620,140,06-08-2024
5817,4243,72,03-01-2024
5818,940,142,15-04-2024
5819,192,145,31-05-2024
5820,4266,159,15-03-2024
5821,2831,119,02-06-2024
5822,57,142,22-08-2024
5823,1650,146,27-01-2024
5824,3700,115,29-10-2024
5825,286,192,19-08-2024
5826,2970,179,23-10-2024
5827,2529,33,11-08-2024
5828,4435,144,13-02-2024
5829,3310,147,19-07-2024
5830,1443,130,24-10-2024
5831,4791,72,15-03-2024
5832,779,175,25-10-2024
5833,561,109,21-07-2024
5834,437,74,12-06-2024
5835,1339,109,13-04-2024
5836,690,140,25-07-2024
5837,197,71,19-10-2024
5838,2260,18,29-07-2024
5839,4116,108,13-03-2024
5840,1457,141,27-05-2024
5841,3734,65,21-02-2024
5842,2109,59,07-06-2024
5843,3212,39,15-08-2024
5844,3011,14,10-06-2024
5845,3599,197,31-01-2024
5846,444,145,09-06-2024
5847,2495,27,29-09-2024
5848,1752,190,16-03-2024
5849,4277,118,31-05-2024
5850,4129,160,21-06-2024
5851,2180,74,17-09-2024
5852,4520,58,03-07-2024
5853,2828,22,26-01-2024
5854,2449,46,25-06-2024
5855,4698,91,02-10-2024
5856,1339,38,26-06-2024
5857,1275,1,03-05-2024
5858,3135,82,12-03-2024
5859,2408,4,20-08-2024
5860,726,20,08-06-2024
5861,4348,53,05-10-2024
5862,2855,135,21-09-2024
5863,3477,170,09-08-2024
5864,1283,140,01-10-2024
5865,2134,145,26-04-2024
5866,50,54,18-09-2024
5867,4868,74,02-11-2024
5868,3347,24,10-03-2024
5869,2040,106,24-09-2024
5870,1934,184,29-05-2024
5871,546,131,29-08-2024
5872,4931,166,08-02-2024
5873,998,79,18-05-2024
5874,1264,187,15-04-2024
5875,481,157,01-10-2024
5876,3636,108,28-07-2024
5877,691,68,02-09-2024
5878,4948,164,26-08-2024
5879,321,183,28-06-2024
5880,1662,13,28-07-2024
5881,2810,115,30-07-2024
5882,2207,49,10-10-2024
5883,486,0,04-02-2024
5884,558,119,17-09-2024
5885,3321,18,04-09-2024
5886,4213,145,12-04-2024
5887,2198,59,07-02-2024
5888,618,138,25-09-2024
5889,140,145,23-02-2024
5890,247,33,10-04-2024
5891,3008,134,07-05-2024
5892,1384,180,04-03-2024
5893,4126,152,04-11-2024
5894,4611,26,21-06-2024
5895,4884,18,19-10-2024
5896,2367,90,02-07-2024
5897,2368,197,14-01-2024
5898,250,78,20-05-2024
5899,1075,106,15-01-2024
5900,15,87,03-11-2024
5901,3789,4,26-07-2024
5902,1412,13,08-11-2024
5903,2939,114,02-07-2024
5904,1607,111,11-05-2024
5905,2645,129,11-05-2024
5906,3158,171,16-01-2024
5907,1133,108,05-05-2024
5908,268,60,15-06-2024
5909,1554,18,04-03-2024
5910,389,113,13-04-2024
5911,3083,49,24-04-2024
5912,348,96,26-07-2024
5913,2229,130,01-02-2024
5914,2295,91,30-07-2024
5915,998,70,15-10-2024
5916,2927,11,06-11-2024
5917,2303,188,16-10-2024
5918,2816,188,07-10-2024
5919,3684,174,27-07-2024
5920,258,101,25-07-2024
5921,2071,119,13-09-2024
5922,4615,80,29-05-2024
5923,4902,157,20-06-2024
5924,1094,17,19-07-2024
5925,2570,140,17-08-2024
5926,1930,144,04-10-2024
5927,3533,20,22-05-2024
5928,1460,172,10-01-2024
5929,4864,89,09-02-2024
5930,1989,109,28-03-2024
5931,1118,130,10-08-2024
5932,2110,164,13-02-2024
5933,4755,20,12-08-2024
5934,3664,40,19-03-2024
5935,2270,174,23-07-2024
5936,1957,107,28-06-2024
5937,4915,13,25-01-2024
5938,2315,13,19-06-2024
5939,3338,192,18-04-2024
5940,3124,178,04-10-2024
5941,3062,175,01-02-2024
5942,521,190,26-04-2024
5943,2220,117,06-03-2024
5944,3395,4,09-01-2024
5945,2565,135,09-02-2024
5946,2354,127,03-04-2024
5947,87,146,17-04-2024
5948,2385,104,30-08-2024
5949,3907,102,11-09-2024
5950,3624,136,02-11-2024
5951,1317,24,27-07-2024
5952,773,112,30-04-2024
5953,2992,125,23-03-2024
5954,854,26,02-08-2024
5955,2001,28,17-10-2024
5956,2652,197,08-03-2024
5957,801,60,30-07-2024
5958,3716,116,14-09-2024
5959,3481,129,23-10-2024
5960,167,86,30-01-2024
5961,28,55,30-04-2024
5962,794,168,07-01-2024
5963,1692,20,23-04-2024
5964,3218,108,31-05-2024
5965,2594,137,09-03-2024
5966,3617,174,01-05-2024
5967,1274,26,03-07-2024
5968,3751,4,25-07-2024
5969,2627,22,18-06-2024
5970,4189,195,23-09-2024
5971,436,130,09-10-2024
5972,3158,110,17-03-2024
5973,4686,188,04-11-2024
5974,1648,74,18-05-2024
5975,1322,13,19-06-2024
5976,280,112,19-10-2024
5977,3312,106,12-03-2024
5978,3940,31,24-03-2024
5979,4645,114,08-06-2024
5980,448,138,14-09-2024
5981,1753,165,04-03-2024
5982,4307,198,06-07-2024
5983,817,167,29-03-2024
5984,1376,151,31-03-2024
5985,4487,181,19-01-2024
5986,305,133,13-07-2024
5987,2912,13,13-09-2024
5988,2022,107,09-08-2024
5989,1550,189,05-01-2024
5990,1022,104,03-04-2024
5991,1312,112,28-04-2024
5992,4817,31,03-05-2024
5993,4618,6,28-10-2024
5994,3477,148,25-04-2024
5995,2231,103,30-04-2024
5996,3771,10,03-06-2024
5997,30,89,11-09-2024
5998,629,33,13-07-2024
5999,2846,154,20-04-2024
6000,3782,74,08-11-2024
6001,697,181,06-04-2024
6002,1564,82,22-10-2024
6003,605,117,10-03-2024
6004,1322,193,25-01-2024
6005,3838,7,17-10-2024
6006,1459,133,17-01-2024
6007,2390,111,18-08-2024
6008,4700,47,05-05-2024
6009,1650,151,24-04-2024
6010,987,93,21-08-2024
6011,1712,168,30-05-2024
6012,4023,22,06-08-2024
6013,1437,58,11-06-2024
6014,3372,107,09-02-2024
6015,525,75,08-07-2024
6016,2340,140,27-06-2024
6017,3339,85,07-11-2024
6018,1126,24,05-10-2024
6019,1402,187,15-09-2024
6020,3004,72,14-03-2024
6021,1874,162,23-01-2024
6022,2569,53,30-10-2024
6023,2743,122,02-07-2024
6024,1618,97,07-08-2024
6025,2858,46,02-01-2024
6026,2893,30,10-08-2024
6027,2550,109,28-08-2024
6028,3065,81,30-01-2024
6029,3434,155,26-09-2024
6030,4318,90,07-10-2024
6031,403,179,09-08-2024
6032,4054,73,25-08-2024
6033,2086,85,05-09-2024
6034,733,136,02-09-2024
6035,3227,118,10-09-2024
6036,966,191,03-11-2024
6037,4723,43,13-07-2024
6038,2774,64,06-11-2024
6039,1615,3,18-04-2024
6040,1065,99,03-06-2024
6041,1562,13,22-06-2024
6042,2250,156,11-06-2024
6043,3640,167,27-01-2024
6044,499,1,29-06-2024
6045,4322,46,08-01-2024
6046,4438,50,19-08-2024
6047,3555,151,11-08-2024
6048,130,120,24-05-2024
6049,1979,134,15-02-2024
6050,453,172,05-02-2024
6051,835,132,19-10-2024
6052,3314,116,16-01-2024
6053,2753,42,24-03-2024
6054,400,28,04-10-2024
6055,1684,148,16-05-2024
6056,2065,138,05-06-2024
6057,2211,123,10-10-2024
6058,2104,121,04-03-2024
6059,4581,42,03-05-2024
6060,4440,78,06-07-2024
6061,2436,64,26-09-2024
6062,4641,128,03-06-2024
6063,2205,77,21-02-2024
6064,1011,160,27-01-2024
6065,885,29,23-01-2024
6066,303,88,09-10-2024
6067,4217,73,31-08-2024
6068,3798,18,19-08-2024
6069,3193,24,14-01-2024
6070,1999,85,25-02-2024
6071,3519,110,23-07-2024
6072,798,43,11-01-2024
6073,2947,24,14-05-2024
6074,4887,64,25-06-2024
6075,1991,136,21-10-2024
6076,2481,186,17-08-2024
6077,786,3,30-09-2024
6078,1598,17,13-05-2024
6079,4132,19,25-05-2024
6080,2450,131,10-01-2024
6081,2146,27,10-01-2024
6082,4092,46,08-11-2024
6083,1853,193,22-01-2024
6084,94,149,24-10-2024
6085,4421,10,09-04-2024
6086,3220,35,25-04-2024
6087,2462,25,16-04-2024
6088,1114,11,29-01-2024
6089,677,18,13-05-2024
6090,2072,15,14-06-2024
6091,2688,33,25-10-2024
6092,2759,167,28-05-2024
6093,4749,169,21-09-2024
6094,2524,0,02-04-2024
6095,1804,130,17-01-2024
6096,4570,45,25-05-2024
6097,2469,116,09-10-2024
6098,1321,131,23-06-2024
6099,3876,145,01-03-2024
6100,46,166,11-07-2024
6101,3329,85,24-05-2024
6102,2707,19,17-06-2024
6103,895,1,01-03-2024
6104,3060,57,07-11-2024
6105,2282,159,13-03-2024
6106,3727,101,09-01-2024
6107,90,175,04-03-2024
6108,362,138,14-02-2024
6109,2313,59,24-06-2024
6110,42,25,04-05-2024
6111,2787,107,28-07-2024
6112,1364,45,08-08-2024
6113,2460,193,10-03-2024
6114,3442,146,06-08-2024
6115,2320,149,23-03-2024
6116,3552,168,07-08-2024
6117,3358,107,29-09-2024
6118,4467,108,09-01-2024
6119,3271,72,04-05-2024
6120,2919,169,16-03-2024
6121,4261,7,27-06-2024
6122,2877,197,12-01-2024
6123,1721,5,15-02-2024
6124,701,68,16-10-2024
6125,4151,180,29-03-2024
6126,1126,117,06-09-2024
6127,1133,69,04-07-2024
6128,4843,150,02-10-2024
6129,2321,193,01-06-2024
6130,3320,182,29-09-2024
6131,4401,146,14-10-2024
6132,979,127,12-01-2024
